Game,Strike,Result,Last Price,Volume
"Houston at Detroit professional basketball game originally scheduled for Jan 23, 2026",Jordan,yes,99,17806
"Houston at Detroit professional basketball game originally scheduled for Jan 23, 2026",Little Caesars,yes,99,23323
"Houston at Detroit professional basketball game originally scheduled for Jan 23, 2026",MVP,yes,99,6545
"Houston at Detroit professional basketball game originally scheduled for Jan 23, 2026",Playoff,yes,99,7604
"Houston at Detroit professional basketball game originally scheduled for Jan 23, 2026",Retire / Retired / Retirement,no,1,10469
"Houston at Detroit professional basketball game originally scheduled for Jan 23, 2026",Tech / Technical,yes,99,10611
"Houston at Detroit professional basketball game originally scheduled for Jan 23, 2026",Trade / Trades / Traded,yes,99,21041
"Houston at Detroit professional basketball game originally scheduled for Jan 23, 2026",Triple Double,no,1,9060
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Airball / Air Ball,yes,99,8279
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",All-Star,yes,99,6736
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Alley-oop,no,1,52536
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Ankle,yes,99,8805
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Buzzer,yes,99,21411
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Elbow,yes,99,22447
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Fiserv,yes,99,14321
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Injury / Injured,yes,99,5576
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Jordan,no,1,21759
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",MVP,yes,99,5889
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Playoff,yes,99,4345
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Retire / Retired / Retirement,no,1,42407
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Tech / Technical,yes,99,9671
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Trade / Trades / Traded,yes,99,18162
"Denver at Milwaukee professional basketball game originally scheduled for Jan 23, 2026",Triple Double,no,1,33561
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Airball / Air Ball,no,1,21107
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",All-Star,yes,99,10379
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Alley-oop,yes,99,19211
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Ankle,yes,99,8970
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Buzzer,no,1,70652
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Elbow,yes,99,27480
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Injury / Injured,yes,99,15128
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Intuit,no,2,40821
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Jordan,yes,99,28977
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",MVP,no,1,18487
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Playoff,yes,99,7195
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Retire / Retired / Retirement,no,1,16713
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Tech / Technical,no,1,17244
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Trade / Trades / Traded,yes,99,7091
"Los Angeles L at Los Angeles C professional basketball game originally scheduled for Jan 22, 2026",Triple Double,yes,99,13941
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Airball / Air Ball,yes,99,16680
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",All-Star,yes,99,5059
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Alley-oop,no,1,11240
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",American Airlines,yes,99,18946
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Ankle,yes,99,5694
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Buzzer,no,1,98223
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Elbow,no,1,19464
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Injury / Injured,yes,99,18315
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Jordan,no,1,3601
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",MVP,no,1,10403
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Playoff,yes,99,4418
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Retire / Retired / Retirement,no,1,10448
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Tech / Technical,yes,99,5511
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Trade / Trades / Traded,yes,99,8271
"Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026",Triple Double,no,1,6709
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Airball / Air Ball,yes,99,15371
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",All-Star,yes,99,6567
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Alley-oop,yes,99,12789
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Ankle,yes,99,5479
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Buzzer,no,2,54174
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Elbow,no,2,27296
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Fiserv,yes,99,9668
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Injury / Injured,yes,99,7196
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Jordan,yes,99,13500
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",MVP,yes,99,11864
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Playoff,yes,99,3405
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Retire / Retired / Retirement,no,2,19824
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Tech / Technical,yes,99,6046
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Trade / Trades / Traded,yes,99,6121
"Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026",Triple Double,yes,99,7414
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Airball / Air Ball,yes,99,14305
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",All-Star,no,1,30147
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Alley-oop,yes,99,12850
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Ankle,no,1,15568
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Buzzer,yes,99,17909
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Elbow,yes,99,8259
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Injury / Injured,yes,99,8065
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Jordan,no,1,5886
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",MVP,yes,99,5154
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Playoff,yes,99,5483
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Retire / Retired / Retirement,yes,99,14512
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Spectrum,no,1,25308
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Tech / Technical,yes,99,5516
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Trade / Trades / Traded,no,1,7858
"Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026",Triple Double,no,1,5010
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Airball / Air Ball,no,1,13388
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",All-Star,yes,99,7820
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Alley-oop,yes,99,11167
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Ankle,yes,99,4951
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Buzzer,no,1,17187
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Elbow,yes,99,6091
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Injury / Injured,yes,99,11715
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Jordan,no,1,6339
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",MVP,no,1,11694
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Playoff,yes,99,5305
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Retire / Retired / Retirement,no,1,8512
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Tech / Technical,no,1,10593
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Toyota,yes,99,10871
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Trade / Trades / Traded,no,1,8230
"San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026",Triple Double,yes,99,10637
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Airball / Air Ball,yes,99,8935
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",All-Star,yes,99,12478
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Alley-oop,no,1,4601
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Ankle,no,1,4129
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Ball Arena,yes,99,7304
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Buzzer,no,1,11525
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Elbow,yes,99,8816
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Injury / Injured,yes,99,7659
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Jordan,no,1,4173
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",MVP,yes,99,2932
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Playoff,yes,99,3653
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Retire / Retired / Retirement,no,1,5057
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Tech / Technical,yes,99,6722
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Trade / Trades / Traded,no,1,4060
"Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026",Triple Double,yes,99,8847
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Airball / Air Ball,no,1,20967
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",All-Star,yes,99,4878
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Alley-oop,yes,99,3222
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Ankle,no,1,11405
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Buzzer,no,2,94546
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Elbow,yes,99,1219
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Injury / Injured,yes,99,2915
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Jordan,yes,99,12760
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",MVP,yes,99,2621
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Playoff,yes,99,3633
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Retire / Retired / Retirement,no,1,10282
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Rocket,yes,99,5063
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Tech / Technical,yes,99,2482
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Trade / Trades / Traded,yes,99,2146
"Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026",Triple Double,no,1,33763
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Airball / Air Ball,no,1,4233
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",All-Star,yes,99,3495
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Alley-oop,yes,99,6714
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Ankle,no,1,5431
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Buzzer,yes,99,30909
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Elbow,yes,99,7071
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Injury / Injured,yes,99,7934
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Jordan,no,1,623
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",MVP,no,1,6436
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Playoff,no,1,7195
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Retire / Retired / Retirement,no,1,1908
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",State Farm,yes,99,4293
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Tech / Technical,yes,99,6565
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Trade / Trades / Traded,yes,99,10677
"Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026",Triple Double,yes,99,7327
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Airball / Air Ball,no,1,2584
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",All-Star,yes,99,5747
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Alley-oop,no,1,5737
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Ankle,yes,99,2510
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Buzzer,no,1,14319
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Elbow,yes,99,4571
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Injury / Injured,yes,99,7419
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Jordan,yes,99,9870
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",MSG / Madison Square Garden,yes,99,3610
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",MVP,yes,99,3235
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Playoff,yes,99,4725
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Retire / Retired / Retirement,no,1,3932
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Tech / Technical,yes,99,4190
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Trade / Trades / Traded,yes,99,3595
"Dallas at New York professional basketball game originally scheduled for Jan 19, 2026",Triple Double,no,1,8884
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Airball / Air Ball,no,2,16135
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",All-Star,yes,99,4521
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Alley-oop,no,2,11986
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Ankle,yes,99,5158
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Buzzer,no,3,42164
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Elbow,yes,99,2846
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Injury / Injured,yes,99,5387
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Jordan,yes,99,8946
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Little Caesars,yes,99,6171
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",MVP,yes,99,4680
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Playoff,yes,99,3159
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Retire / Retired / Retirement,no,2,6648
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Tech / Technical,yes,99,5222
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Trade / Trades / Traded,no,2,14312
"Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026",Triple Double,no,1,4970
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Airball / Air Ball,no,1,6807
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",All-Star,no,1,5556
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Alley-oop,no,1,11438
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Ankle,yes,99,3779
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Buzzer,no,1,21464
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Elbow,yes,99,6098
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",FedExForum / FedEx,yes,99,29839
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Injury / Injured,yes,99,9259
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Jordan,yes,99,9692
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",MVP,yes,99,6124
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Playoff,no,1,8952
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Retire / Retired / Retirement,no,1,9550
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Tech / Technical,yes,97,3607
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Trade / Trades / Traded,yes,99,5070
"Orlando at Memphis professional basketball game originally scheduled for Jan 18, 2026",Triple Double,no,1,2937
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Airball / Air Ball,yes,99,3944
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",All-Star,yes,96,3403
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Alley-oop,yes,99,6365
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Ankle,yes,99,3529
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Buzzer,no,1,20677
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Elbow,yes,99,8078
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Injury / Injured,yes,99,3071
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Jordan,yes,99,10974
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",MSG / Madison Square Garden,no,4,11141
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",MVP,yes,99,3948
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Playoff,yes,99,2315
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Retire / Retired / Retirement,yes,99,10222
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Tech / Technical,yes,99,5885
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Trade / Trades / Traded,yes,99,2595
"Phoenix at New York professional basketball game originally scheduled for Jan 17, 2026",Triple Double,no,1,3764
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Airball / Air Ball,yes,98,6031
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",All-Star,no,1,1505
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Alley-oop,no,1,3822
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Ankle,no,2,1833
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Buzzer,no,8,10505
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Elbow,yes,99,6279
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Injury / Injured,yes,99,5966
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Jordan,no,10,18640
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",MVP,yes,99,5492
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Moda,yes,99,12450
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Playoff,yes,99,3275
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Retire / Retired / Retirement,no,3,15841
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Rip City,yes,98,8904
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Tech / Technical,yes,99,4654
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Trade / Trades / Traded,no,6,3536
"Los Angeles L at Portland professional basketball game originally scheduled for Jan 17, 2026",Triple Double,no,2,4146
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Airball / Air Ball,yes,99,15275
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",All-Star,yes,99,6701
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Alley-oop,no,1,9514
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Ankle,no,1,10012
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Buzzer,no,1,26228
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Elbow,yes,99,7678
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Injury / Injured,yes,99,15958
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Jordan,yes,99,10689
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",MVP,yes,99,12234
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Playoff,yes,99,6219
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Retire / Retirement,no,1,25679
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Tech / Technical,yes,99,8981
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Toyota,yes,99,8401
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Trade / Trades / Traded,yes,99,12346
"Minnesota at Houston professional basketball game originally scheduled for Jan 16, 2026",Triple Double,no,1,6306
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Airball / Air Ball,yes,99,11974
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",All-Star,yes,99,7591
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Alley-oop,no,2,21658
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Ankle,no,1,17409
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Buzzer,no,2,90604
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Elbow,yes,99,7601
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Injury / Injured,yes,99,16715
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Jordan,yes,99,36876
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",MVP,yes,99,17294
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Playoff,yes,99,8338
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Retire / Retirement,no,1,41883
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Tech / Technical,no,2,51818
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Trade / Trades / Traded,yes,99,5606
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Triple Double,no,1,22749
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 16, 2026",Xfinity,yes,98,25351
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Airball / Air Ball,no,1,16607
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",All-Star,yes,99,8225
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Alley-oop,no,1,33151
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Ankle,yes,99,13327
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Buzzer,yes,99,38133
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Elbow,yes,99,4761
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Injury / Injured,yes,99,13441
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Jordan,no,1,12111
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",MVP,yes,99,7928
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Playoff,yes,99,5710
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Retire / Retirement,no,1,30521
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Tech / Technical,yes,99,5037
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Toyota,no,1,50410
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Trade / Trades / Traded,yes,99,4957
"Oklahoma City at Houston professional basketball game originally scheduled for Jan 15, 2026",Triple Double,yes,99,3515
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Airball / Air Ball,no,1,7584
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",All-Star,no,1,24776
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Alley-oop,no,1,10658
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Ankle,yes,99,9305
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Buzzer,no,1,33083
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Chase,yes,99,13825
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Elbow,yes,99,13405
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Injury / Injured,yes,99,7169
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Jordan,yes,99,39419
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",MVP,no,1,8136
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Playoff,no,1,13969
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Retire / Retirement,no,1,9745
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Tech / Technical,yes,99,8849
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Trade / Trades / Traded,yes,99,7828
"New York at Golden State professional basketball game originally scheduled for Jan 15, 2026",Triple Double,no,1,4039
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Airball / Air Ball,yes,99,5195
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",All-Star,no,1,5898
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Alley-oop,no,1,7486
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Ankle,yes,99,6271
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Buzzer,no,2,26779
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Elbow,yes,99,5505
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Injury / Injured,yes,99,7000
