Game,Strike,Result,Last Price,Volume
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Jordan,no,1,2345
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Kia,no,2,29223
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",MVP,yes,99,4225
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Playoff,yes,99,2813
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Retire / Retirement,no,1,5913
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Tech / Technical,no,1,12422
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Trade / Trades / Traded,yes,99,4833
"Memphis at Orlando professional basketball game originally scheduled for Jan 15, 2026",Triple Double,no,1,4189
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Airball / Air Ball,yes,99,11225
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",All-Star,yes,99,9064
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Alley-oop,no,1,18173
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",American Airlines,no,1,31349
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Ankle,yes,99,11595
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Buzzer,yes,99,26840
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Elbow,yes,99,14676
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Injury / Injured,yes,99,24848
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Jordan,yes,99,33680
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",MVP,yes,99,9141
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Playoff,yes,99,6352
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Retire / Retirement,no,1,26313
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Tech / Technical,yes,99,15180
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Trade / Trades / Traded,yes,99,8102
"Denver at Dallas professional basketball game originally scheduled for Jan 14, 2026",Triple Double,no,1,16105
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Airball / Air Ball,no,1,8093
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",All-Star,yes,99,12673
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Alley-oop,no,1,15377
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Ankle,no,1,17447
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Buzzer,yes,99,22597
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Elbow,yes,99,10053
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Injury / Injured,yes,99,22902
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Jordan,no,1,5648
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",MVP,yes,99,12180
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Playoff,yes,99,9078
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Retire / Retirement,no,1,23455
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Tech / Technical,no,1,22067
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Trade / Trades / Traded,yes,99,6794
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Triple Double,no,1,6259
"Cleveland at Philadelphia professional basketball game originally scheduled for Jan 14, 2026",Xfinity,no,1,17572
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Airball / Air Ball,no,1,6249
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",All-Star,yes,99,7436
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Alley-oop,no,1,18562
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Ankle,yes,99,5132
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Buzzer,no,1,67928
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Elbow,yes,99,8546
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Injury / Injured,yes,99,20881
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Jordan,yes,99,19371
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",MVP,yes,99,8121
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Paycom,yes,99,15073
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Playoff,yes,99,7433
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Retire / Retirement,no,1,24464
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Tech / Technical,yes,99,8026
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Trade / Trades / Traded,no,1,21490
"San Antonio at Oklahoma City professional basketball game originally scheduled for Jan 13, 2026",Triple Double,yes,99,22655
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Airball / Air Ball,yes,99,18667
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",All-Star,yes,99,10674
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Alley-oop,yes,98,27253
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Ankle,no,1,7240
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Buzzer,yes,99,20335
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Chase,yes,99,17822
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Elbow,yes,99,41030
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Injury / Injured,yes,99,12971
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Jordan,no,1,3777
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",MVP,no,1,14109
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Playoff,yes,99,7792
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Retire / Retirement,no,1,16354
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Tech / Technical,no,1,27322
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Trade / Trades / Traded,yes,99,6443
"Portland at Golden State professional basketball game originally scheduled for Jan 13, 2026",Triple Double,yes,99,33688
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Airball / Air Ball,no,1,5921
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",All-Star,yes,99,3587
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Alley-oop,no,1,16573
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Ankle,no,1,3728
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Buzzer,no,1,18343
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Elbow,yes,99,7517
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Gainbridge,yes,99,4757
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Injury / Injured,no,1,28326
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Jordan,yes,99,17376
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",MVP,no,1,15069
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Playoff,no,1,8254
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Retire / Retirement,no,1,11543
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Tech / Technical,no,2,9342
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Trade / Trades / Traded,no,1,5597
"Boston at Indiana professional basketball game originally scheduled for Jan 12, 2026",Triple Double,no,1,4129
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Airball / Air Ball,no,1,3876
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",All-Star,yes,99,3379
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Alley-oop,no,1,1791
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Ankle,no,1,1488
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Buzzer,no,1,16952
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Elbow,no,1,1093
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Injury / Injured,yes,99,5670
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Jordan,yes,99,21700
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",MVP,no,1,3478
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Playoff,yes,99,4411
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Retire / Retirement,no,1,6987
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Rocket,no,1,5320
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Tech / Technical,yes,99,3478
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Trade / Trades / Traded,yes,99,2838
"Minnesota at Cleveland professional basketball game originally scheduled for Jan 10, 2026",Triple Double,no,1,2949
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Airball / Air Ball,yes,99,11508
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",All-Star,no,1,10727
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Alley-oop,no,1,4757
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Ankle,yes,99,19484
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Buzzer,no,3,16426
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Elbow,yes,99,7302
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",FedExForum / FedEx,yes,99,9848
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Injury / Injured,yes,99,19640
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Jordan,no,1,1280
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",MVP,no,2,2978
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Playoff,yes,99,2373
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Retire / Retirement,no,1,9259
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Tech / Technical,no,4,5381
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Trade / Trades / Traded,no,2,6855
"Oklahoma City at Memphis professional basketball game originally scheduled for Jan 9, 2026",Triple Double,no,1,4957
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Airball / Air Ball,yes,99,5483
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",All-Star,yes,99,6502
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Alley-oop,yes,99,28781
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Ankle,yes,98,12534
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Buzzer,yes,99,9780
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Crypto / Crypto.com,yes,99,7590
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Elbow,no,2,5538
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Injury / Injured,yes,99,15769
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Jordan,no,2,3314
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",King James,no,2,13786
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",MVP,no,2,13177
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Playoff,yes,99,4743
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Retire / Retirement,no,2,21005
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Tech / Technical,yes,98,5733
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Trade / Trades / Traded,yes,99,5683
"Milwaukee at Los Angeles L professional basketball game originally scheduled for Jan 9, 2026",Triple Double,yes,99,7752
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Airball / Air Ball,no,2,20498
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",All-Star,no,1,62578
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Alley-oop,no,2,44906
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Ankle,no,2,13414
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Buzzer,no,1,76123
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Elbow,no,2,18858
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Injury / Injured,no,1,260419
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Jordan,no,1,18802
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",MVP,no,1,22200
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Playoff,no,1,80920
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Retire / Retirement,no,2,24004
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Tech / Technical,no,2,43215
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Trade / Trades / Traded,no,1,62743
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",Triple Double,no,1,21706
"Miami at Chicago professional basketball game originally scheduled for Jan 8, 2026",United,no,2,118652
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Airball / Air Ball,no,1,16974
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",All-Star,yes,99,6935
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Alley-oop,yes,99,8314
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Ankle,yes,99,7199
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Buzzer,no,1,17788
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Elbow,no,1,4227
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Frost Bank,no,1,8193
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Injury / Injured,yes,99,27094
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Jordan,no,1,4870
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",MVP,yes,99,6098
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Playoff,yes,99,4677
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Retire / Retirement,no,1,14283
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Tech / Technical,yes,99,7463
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Trade / Trades / Traded,yes,99,8093
"Los Angeles L at San Antonio professional basketball game originally scheduled for Jan 7, 2026",Triple Double,yes,99,4870
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Airball / Air Ball,yes,99,5053
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",All-Star,yes,99,4868
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Alley-oop,yes,99,12988
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Ankle,yes,99,3538
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Buzzer,no,1,14964
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Elbow,yes,99,4023
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Injury / Injured,yes,99,3450
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Jordan,yes,99,7863
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",MVP,yes,99,5336
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Playoff,yes,99,4491
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Retire / Retirement,no,1,7331
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",TD Garden,no,1,10430
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Tech / Technical,no,1,3724
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Trade / Trades / Traded,no,1,7189
"Denver at Boston professional basketball game originally scheduled for Jan 7, 2026",Triple Double,yes,99,10167
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Airball / Air Ball,no,1,4585
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",All-Star,yes,99,6296
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Alley-oop,no,1,6487
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Ankle,yes,99,4384
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Buzzer,no,1,11046
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Elbow / Elbows / Elbowed,yes,99,8169
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Injury / Injured,yes,99,9754
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Jordan,yes,99,4154
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",MVP,yes,99,8032
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Playoff,yes,99,2723
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Retire / Retirement,no,1,7754
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Target,yes,99,12626
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Tech / Technical,yes,99,4887
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Trade / Trades / Traded,yes,99,3999
"Miami at Minnesota professional basketball game originally scheduled for Jan 6, 2026",Triple Double,yes,99,9573
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Airball / Air Ball,no,1,18355
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",All-Star,yes,99,5903
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Alley-oop,no,1,13836
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Ankle,yes,99,7324
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Buzzer,no,1,38723
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Elbow / Elbows / Elbowed,yes,99,5318
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Golden,yes,99,7903
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Injury / Injured,yes,99,8331
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Jordan,yes,99,11832
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",MVP,no,1,21137
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Playoff,no,1,16717
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Retire / Retirement,no,1,10351
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Tech / Technical,yes,99,6473
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Trade / Trades / Traded,no,1,11202
"Dallas at Sacramento professional basketball game originally scheduled for Jan 6, 2026",Triple Double,yes,99,13347
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Airball / Air Ball,no,1,5457
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",All-Star,yes,99,5588
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Alley-oop,yes,99,5598
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Ankle,yes,99,10891
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Buzzer,no,1,13105
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Injury / Injured,yes,99,12115
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Little Caesars,yes,99,6132
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",MVP,yes,99,7512
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Playoff,yes,99,3495
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Retire / Retirement,no,1,9496
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Tech / Technical,no,1,11632
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Trade / Trades / Traded,no,2,10847
"New York vs Detroit professional basketball game originally scheduled for Jan 5, 2026",Triple Double,no,1,5810
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Airball / Air Ball,no,2,17162
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",All-Star,yes,99,4204
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Alley-oop,no,1,10559
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Ankle,yes,99,6124
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Ballmer,yes,99,7864
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Buzzer,no,2,12403
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Injury / Injured,yes,99,7838
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Intuit,yes,99,4699
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Jordan,yes,99,6982
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Laker / Lakers,yes,99,6077
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Long Beach,yes,99,3869
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",MVP,yes,99,6305
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Marijuana / Weed / Cannabis,no,1,8312
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Olympic / Olympics,yes,99,9914
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Playoff,yes,99,5668
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Retire / Retirement,no,1,14469
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Tech / Technical,yes,99,2701
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",The Wall,yes,99,6643
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Trade / Trades / Traded,yes,99,4724
"Golden State vs Los Angeles C professional basketball game originally scheduled for Jan 5, 2026",Triple Double,no,1,9204
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Airball / Air Ball,yes,99,12679
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",All-Star,yes,99,4874
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Alley-oop,no,1,6685
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Ankle,no,1,5543
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Buzzer,no,2,10768
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Injury / Injured,yes,99,7340
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",MVP,yes,99,6330
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Playoff,no,1,8789
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Retire / Retirement,no,1,10339
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Tech / Technical,yes,99,5145
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Trade / Trades / Traded,yes,99,4290
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Triple Double,no,1,10469
"Denver vs Philadelphia professional basketball game originally scheduled for Jan 5, 2026",Xfinity,yes,99,7881
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Airball / Air Ball,yes,99,3440
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",All-Star,yes,99,1757
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Alley-oop,yes,99,2772
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Ankle,yes,99,1486
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Buzzer,yes,99,6637
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Injury / Injured,yes,99,3641
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",MSG / Madison Square Garden,yes,99,1764
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",MVP,yes,99,4366
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Playoff,yes,99,1673
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Retire / Retirement,no,2,4102
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Tech / Technical,yes,99,2928
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Trade / Trades / Traded,no,2,5583
"Philadelphia vs New York professional basketball game originally scheduled for Jan 3, 2026",Triple Double,no,2,2526
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Airball / Air Ball,no,3,2012
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",All-Star,yes,99,1757
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Alley-oop,no,2,3048
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Ankle,yes,99,3356
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Buzzer,no,1,3314
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Injury / Injured,yes,99,3696
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Kaseya,yes,99,1913
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",MVP,no,48,637
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Playoff,yes,99,2605
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Retire / Retirement,yes,99,7031
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Tech / Technical,yes,99,2080
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Trade / Trades / Traded,yes,99,2801
"Minnesota vs Miami professional basketball game originally scheduled for Jan 3, 2026",Triple Double,no,2,1525
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Airball / Air Ball,no,20,1044
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",All-Star,yes,99,2592
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Alley-oop,no,2,4466
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Ankle,no,8,2063
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Buzzer,no,8,522
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Injury / Injured,yes,99,4564
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Intuit,yes,99,5369
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",MVP,yes,98,2628
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Playoff,yes,98,2350
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Retire / Retirement,no,20,1661
